,remse
0,0.022991989964839466
1,0.08337964085211547
2,0.017125033103346534
3,0.00890562147255325
4,0.009452530197397275
5,0.009434563961778657
6,0.01042608339498129
7,0.009052730524682242
8,0.011123190897678428
9,0.015462079310008559
10,0.12562857974375155
11,0.11968193226811595
12,0.08187074891706157
13,0.009866095265433118
14,0.01042974830049807
15,0.009186495716097056
16,0.008199011062540498
17,0.007673712590111005
18,0.00846164683753471
19,0.007779206599542326
20,0.024420559564373952
21,0.021557299977254713
22,0.019086011168699405
23,0.013821276970265747
24,0.022820651511094962
25,0.020267231591478387
26,0.08073449122213845
27,0.0921927565166525
28,0.016268943525173798
29,0.011695738691952003
30,0.007575843023019828
31,0.006983001726127771
32,0.009418180716102263
33,0.007765515576057915
34,0.006794761035486774
35,0.007654129426246896
36,0.00672952427708106
37,0.008005019321463878
38,0.006393113023057881
39,0.008492128972712143
40,0.05771011832654334
41,0.06179508954414721
42,0.05761198843301686
43,0.015345034746514812
44,0.007190006461803465
45,0.007567903116103293
46,0.006713871274614851
47,0.007635966364305793
48,0.007556833124516361
49,0.03147803056365761
50,0.42541745718686186
51,0.44838432343283946
52,0.4420138529634655
53,0.010567070456551572
54,0.006518918556974431
55,0.007161621312780295
56,0.0072772957926679465
57,0.007238364567778891
58,0.00803145097807729
59,0.008219863421992405
60,0.039644134086023325
61,0.039310300849511315
62,0.03127880257472541
63,0.034791355450885596
64,0.03674374968688091
65,0.027992572269792935
66,0.03297153553229577
67,0.033764495293616366
68,0.04426607880971876
69,0.03334980525548733
70,0.03458107236019482
71,0.03664848241204769
72,0.04133312669221949
73,0.03515149420266201
74,0.03427934601166013
75,0.03332841501150145
76,0.030036198831260838
77,0.039170737329316016
78,0.028434121041869233
79,0.03163613480986129
80,0.02950288525896094
81,0.03372559176504234
82,0.03267221132762507
83,0.032860812981532726
84,0.04695799676063015
85,0.03545654055557964
86,0.03650416520587631
87,0.033447276232894035
88,0.028730417121576243
89,0.028663504586545516
90,0.043787881107962244
91,0.024491359663025822
92,0.03923251846656305
93,0.03399448441205052
94,0.03396355803971583
95,0.024612396877480302
96,0.034463063134583465
97,0.03480510884486064
98,0.04649404393079404
99,0.03835838199828899
100,0.03865037334975108
101,0.03474254833491512
102,0.04363268270089539
103,0.04582717089296016
104,0.03717088867622899
105,0.047646902880603866
106,0.008357211390895923
107,0.009330806716510775
108,0.007914867405723948
109,0.008261153551064382
110,0.04875569496127732
111,0.046610524836089975
112,0.04793842552302883
113,0.048099898591497166
114,0.008407123216678575
115,0.03426393952664565
116,0.04619835434642256
117,0.04896738126993456
118,0.04914701557395028
119,0.013554806589898862
120,0.008569110277195527
121,0.010650201582841242
122,0.008055781372758329
123,0.008205516151897657
124,0.008367232879872883
125,0.010373411252000923
126,0.01653360668675657
127,0.01528066708084862
128,0.011051263653592361
129,0.008479220211893887
130,0.01101942113780917
131,0.008264434178568118
132,0.008111381438905604
133,0.005756858533701583
134,0.006115772278852522
135,0.005797088823577912
136,0.005211860184450306
137,0.006896508160269308
138,0.008518908144932334
139,0.00992485806339486
140,0.008981958122365932
141,0.007029192077273186
142,0.0066564779896036855
143,0.0063124015298901435
144,0.005745315398479676
145,0.006123790034197766
146,0.007285491145938233
147,0.007015849750125049
148,0.008567475675408612
149,0.006684929142226372
150,0.007226433694214236
151,0.00809669522864313
152,0.006700165783779693
153,0.006450926767338125
154,0.00784125912679655
155,0.005852646575346821
156,0.0063182440321409745
157,0.005751563450586408
158,0.006524365881452489
159,0.006679100181271252
160,0.007304184610588474
161,0.006079196299574517
162,0.006325000420102254
163,0.005956886646104014
164,0.006013236577876701
165,0.006189176514026174
166,0.0052999021752953585
167,0.006691397928081748
168,0.007507782370107751
169,0.0077791257614975495
170,0.005804949232137094
171,0.007680363376862474
172,0.006174945332969151
173,0.005853218346180448
174,0.005913382510082305
175,0.006696859793118686
176,0.005702854791290737
177,0.011377487158052013
178,0.005833955351513933
179,0.005546040487516997
180,0.0057148072865279755
181,0.004892249945926791
182,0.005082603221136229
183,0.005153049542518679
184,0.006082324299723453
185,0.015982903071718145
186,0.006651422198311127
187,0.006656459516034244
188,0.00824656024167049
189,0.007342968893801332
190,0.005009854235173525
191,0.004518174110308356
192,0.004778950963760609
193,0.005378914666735246
194,0.006036868847454354
195,0.006711565320273605
196,0.0055428026761208055
197,0.00723156294004696
198,0.004781357240876411
199,0.005302404553629609
200,0.007023420850822727
201,0.007093419983551386
202,0.00818281528987657
203,0.006168510365243361
204,0.006830118281995314
205,0.005249725689733948
206,0.0057315154887094535
207,0.005653853153272554
208,0.006229859625160775
209,0.0060165544778008435
210,0.007349510350563639
211,0.005901889968022831
212,0.008224006618368192
213,0.0052915726351816655
214,0.010181826921735068
215,0.00827311275406263
216,0.007163326804983269
217,0.007283434238066758
218,0.006510655416407911
219,0.005711650242957395
220,0.005235046807277774
221,0.005960199457963248
222,0.005870316922340132
223,0.005589230279684337
224,0.0054187523150886555
225,0.006063542044098471
226,0.005667482426337238
227,0.006111083788817228
228,0.006468857579428933
229,0.005675689224534558
230,0.00791677923071033
231,0.032502193501467457
232,0.006839799294718002
233,0.005572201531206738
234,0.005164333341680461
235,0.006179586810904639
236,0.006352233855790168
237,0.006672007583819661
238,0.00693940630218772
239,0.012767195060582867
240,0.012219201601934553
