0,1,2,3,4,5,6,7
0.5016336404170958,0.5016336404170958,0.5016336404170958,0.5016336404170958,0.5016336404170958,0.5016336404170958,0.5016336404170958,0.5016336404170958
0.4924236259804817,0.48996381673237066,0.5214411285274688,0.4773138120073472,0.4773138120073472,0.5134816777785122,0.5001550153604167,0.5001550153604166
0.4611788435448999,0.4028541469553254,0.46185574529215423,0.4058461196470379,0.42346450137368363,0.3930199097688317,0.4629534342861928,0.4710734842777414
0.36513050370460665,0.27893884125077656,0.2830925650981457,0.2608110281644153,0.24317925930599638,0.2510998499378489,0.36744693138049517,0.3510808979612471
0.39376787413393816,0.3587964539176311,0.4067484468250951,0.365120942491173,0.398628745527555,0.40145732024398406,0.36883381271594046,0.3849654424338686
0.24301133098727884,0.34381459257693997,0.18223454684410137,0.33235994684986625,0.3592648681685398,0.22186069666231978,0.18760338218881886,0.169561964812247
0.3087999411436343,0.2790265565755718,0.2856195890043437,0.2870604938576693,0.27494964166894287,0.34835300028624333,0.3046074873766401,0.2733365207299
0.21370768862858405,0.22290877220136412,0.19605814871173394,0.21863966984664782,0.20593087034706137,0.2041403425786829,0.20666255481960283,0.2120465340581203
0.32768149534869534,0.34682906439989447,0.34327172632517516,0.355311670634696,0.3433770556370086,0.3497933434281778,0.35675694225496013,0.34565829410366705
0.4859260193163188,0.3616867053213205,0.48603331113293674,0.3246094816500758,0.3284644747904648,0.3568448228799296,0.4625949034434886,0.5060072033339448
0.47384579964985124,0.365830192170227,0.45603265312962515,0.3801005164875102,0.37224442099269445,0.3629441867120591,0.4087289003007446,0.44235670345395295
0.17994608568559325,0.2729779764669814,0.18017559714960063,0.28340216046669037,0.27405321360031676,0.24877633908550623,0.22156128636771708,0.1775634819288136
0.39400192867246714,0.3217343239603716,0.4127087273460894,0.3160101788366965,0.3109242158045514,0.32891661050266957,0.3605608856865311,0.3916110369755322
0.12306161136116547,0.19289426541058466,0.14642973624212954,0.18848586860742775,0.20087489748354667,0.20142334308060098,0.14501216420185142,0.1315210406244639
0.2279667387421897,0.2811038871148678,0.11105033108770997,0.2962217486785408,0.232197528790848,0.36192661653546404,0.21227986883133687,0.19079184173021851
0.4378950250407224,0.4606690035791882,0.42524043715449683,0.4688811310230562,0.43754619600720424,0.5155138439806354,0.414666360273357,0.4037848482840107
0.32627565014180604,0.2721084060615856,0.35344134910425934,0.3046084919615047,0.27620597047608075,0.28846037886612697,0.28790438139962915,0.33424797881393503
0.3485827899389203,0.42980304602225045,0.35698859245725695,0.4388653965471817,0.4206383725375485,0.4310513654761957,0.3453686067411998,0.29120578002809516
0.3022752660852561,0.3232857640690381,0.34172012733199914,0.3343101361909525,0.2806037491098517,0.4331037724979753,0.28872710638045196,0.29514204448222386
0.19655107079511835,0.18170534427656956,0.18533492457387762,0.17363261062907476,0.17605395080370154,0.22553770654590452,0.20082183786541338,0.1955646378733027
0.21181365552534775,0.26296508093778354,0.2368416635740388,0.25304506350347716,0.25889485174784266,0.24246782264963318,0.14291633795370848,0.14829331919976413
0.26119857371201577,0.27529777211585355,0.3069379854523096,0.2818519676909244,0.274175329629867,0.2217316708289435,0.2001799687012121,0.23702984573267705
