label,img_distance,anomaly_score,z_distance
0,0.07886240631341934,0.17681989073753357,0.013337044976651669
0,0.07421599328517914,0.11295083165168762,0.0019256218802183867
0,0.07085602730512619,0.12869970500469208,0.1842970848083496
0,0.06880254298448563,0.18820969760417938,0.1665753722190857
0,0.06214909255504608,0.0627761259675026,0.0577058419585228
0,0.057902704924345016,0.08434814214706421,0.030918652191758156
0,0.05451330542564392,0.11064998805522919,0.024420635774731636
0,0.047235142439603806,0.09204050898551941,0.01522799488157034
0,0.04656311497092247,0.09038559347391129,0.013537063263356686
0,0.04867197945713997,0.09637345373630524,0.018655842170119286
0,0.05100894719362259,0.11784406751394272,0.021716974675655365
0,0.053139686584472656,0.12220614403486252,0.02221883274614811
0,0.0569966621696949,0.0882740467786789,0.0297287218272686
0,0.06243343651294708,0.063965804874897,0.060528744012117386
0,0.08140879124403,0.21076902747154236,0.013587567023932934
0,0.09152742475271225,0.24552035331726074,0.0067155868746340275
0,0.10559885948896408,0.12048861384391785,0.0017946884036064148
0,0.11428222060203552,0.11590130627155304,0.0008419968653470278
0,0.13008001446723938,0.22567009925842285,0.0002793427265714854
0,0.17167875170707703,1.0055187940597534,0.000980176730081439
0,0.20752780139446259,1.9689494371414185,0.0021302641835063696
0,0.2516287565231323,3.1662650108337402,0.003582464996725321
0,0.29785141348838806,4.3118391036987305,0.004955267533659935
0,0.37628528475761414,6.259321212768555,0.006938338279724121
0,0.3868941068649292,6.531638145446777,0.007174245547503233
0,0.4680805802345276,8.648568153381348,0.00877038761973381
0,0.5484055280685425,10.788719177246094,0.010045729577541351
0,0.5601162910461426,11.103784561157227,0.010210043750703335
0,0.5082563161849976,9.714166641235352,0.009442365728318691
0,0.5185366272926331,9.988441467285156,0.009603019803762436
0,0.5385190844535828,10.523285865783691,0.009903037920594215
0,0.5542872548103333,10.946876525878906,0.010128884576261044
0,0.49776968359947205,9.435042381286621,0.009273884817957878
0,0.5009708404541016,9.52017879486084,0.009325818158686161
0,0.5381191372871399,10.512569427490234,0.009897185489535332
0,0.5175356268882751,9.961705207824707,0.009587567299604416
0,0.5131474733352661,9.84458065032959,0.009519350714981556
0,0.5383910536766052,10.51986312866211,0.00990116223692894
0,0.5589972138404846,11.073646545410156,0.010194557718932629
0,0.5434907674789429,10.65671443939209,0.009975268505513668
0,0.5257013440132141,10.179951667785645,0.009712418541312218
0,0.5369627475738525,10.481547355651855,0.009880227968096733
0,0.47811779379844666,8.913805961608887,0.008945131674408913
0,0.48684772849082947,9.145045280456543,0.00909331999719143
0,0.5068364143371582,9.676336288452148,0.009419827722012997
0,0.531819224357605,10.343719482421875,0.009804201312363148
0,0.5151588320732117,9.898247718811035,0.009550711140036583
0,0.471059650182724,8.727228164672852,0.00882275216281414
0,0.44156619906425476,7.9513678550720215,0.008286971598863602
0,0.4304928183555603,7.661755561828613,0.008074628189206123
0,0.3839699327945709,6.456467628479004,0.007109950762242079
0,0.3685387074947357,6.061132907867432,0.006760402116924524
0,0.31692662835121155,4.773169040679932,0.005475462414324284
0,0.2759346663951874,3.787240982055664,0.004326241556555033
0,0.24678929150104523,3.029540538787842,0.0034283623099327087
0,0.22316831350326538,2.3798739910125732,0.0026519426610320807
0,0.19251401722431183,1.5502089262008667,0.0016332882223650813
0,0.16822287440299988,0.9233266115188599,0.0008802718948572874
0,0.17360202968120575,1.0522632598876953,0.0010371723910793662
0,0.18658563494682312,1.3850619792938232,0.0014406691771000624
0,0.1490343064069748,0.5164384245872498,0.0004171598411630839
0,0.13972583413124084,0.3562748432159424,0.00028961620409972966
0,0.12951719760894775,0.21968448162078857,0.0002844221016857773
0,0.10769465565681458,0.11434103548526764,0.0014914094936102629
0,0.10190121829509735,0.1391010284423828,0.002473980188369751
0,0.11240494251251221,0.11244193464517593,0.0009912375826388597
0,0.1056918054819107,0.12015547603368759,0.0017803405644372106
0,0.10376272350549698,0.1284809708595276,0.002105143154039979
0,0.09735193103551865,0.17695720493793488,0.0037293722853064537
0,0.09321735799312592,0.2262355089187622,0.00561915198341012
0,0.08775023370981216,0.25789186358451843,0.009224127978086472
0,0.08188185840845108,0.21814313530921936,0.013375130482017994
0,0.08155415207147598,0.21304041147232056,0.013523423112928867
0,0.07402537763118744,0.10938289761543274,0.0012439123820513487
0,0.06593445688486099,0.12463267147541046,0.11553756892681122
0,0.06352410465478897,0.07377792149782181,0.07572195678949356
0,0.059509243816137314,0.06830832362174988,0.03900868818163872
0,0.061291880905628204,0.06145516410470009,0.05085556581616402
0,0.057955410331487656,0.08416688442230225,0.030896706506609917
0,0.061464715749025345,0.061500437557697296,0.05195946991443634
0,0.06318317353725433,0.06973974406719208,0.07053466141223907
0,0.06704088300466537,0.15670542418956757,0.13310322165489197
0,0.0735517218708992,0.10100504010915756,0.0008136354736052454
0,0.07545483112335205,0.131076842546463,0.006558040156960487
0,0.069961778819561,0.1678655445575714,0.18483677506446838
0,0.07004664093255997,0.16619716584682465,0.18582749366760254
0,0.07063187658786774,0.14220134913921356,0.18760523200035095
0,0.0713142678141594,0.10505735874176025,0.16782119870185852
0,0.07214516401290894,0.07215956598520279,0.0695289894938469
0,0.07233065366744995,0.07458551228046417,0.03252144530415535
0,0.07316366583108902,0.09402236342430115,0.0022179661318659782
0,0.07318583875894547,0.09439001232385635,0.002089900430291891
0,0.07469230890274048,0.11984677612781525,0.0036182417534291744
0,0.07268211245536804,0.08183827996253967,0.012451299466192722
0,0.07159741967916489,0.09181784838438034,0.15242259204387665
0,0.07225722074508667,0.07277455925941467,0.04732050001621246
0,0.07235094904899597,0.07494200021028519,0.030810562893748283
0,0.0722472295165062,0.07264488935470581,0.04950356483459473
0,0.07176895439624786,0.08363233506679535,0.1401434689760208
0,0.07145392149686813,0.09790059924125671,0.1605946570634842
0,0.07197560369968414,0.07401075214147568,0.10214338451623917
0,0.07150762528181076,0.09563938528299332,0.15743373334407806
0,0.07178778201341629,0.0827750712633133,0.13832414150238037
0,0.07191530615091324,0.07702957838773727,0.11985503882169724
0,0.07217929512262344,0.07219267636537552,0.06333266198635101
0,0.06204933673143387,0.062454599887132645,0.05673515424132347
0,0.06293902546167374,0.0673699900507927,0.06698847562074661
0,0.06586199998855591,0.12261450290679932,0.11433405429124832
0,0.07040852308273315,0.15698176622390747,0.18833580613136292
0,0.07999617606401443,0.19146084785461426,0.013769843615591526
0,0.0770021378993988,0.15388625860214233,0.01098551880568266
0,0.07913660258054733,0.1812402904033661,0.01354163233190775
0,0.08725292235612869,0.2581889033317566,0.009587587788701057
0,0.09797243028879166,0.17070823907852173,0.0035205157473683357
0,0.10683810710906982,0.11645978689193726,0.0016093518352136016
0,0.10360655933618546,0.12927797436714172,0.002133954083546996
0,0.10852887481451035,0.1128319725394249,0.0013856253353878856
0,0.11328411847352982,0.11377639323472977,0.000917996047064662
0,0.09673096984624863,0.18358729779720306,0.003953964449465275
0,0.10138768702745438,0.14248934388160706,0.002586960792541504
0,0.10769389569759369,0.11434260755777359,0.0014915120555087924
0,0.12595243752002716,0.1848323941230774,0.0003359173715580255
0,0.11448011547327042,0.11639754474163055,0.0008277756860479712
0,0.11171788722276688,0.11175903677940369,0.0010520674986764789
0,0.1408655047416687,0.374316930770874,0.00030026232707314193
0,0.11861900985240936,0.13224439322948456,0.000580042542424053
0,0.1260288506746292,0.18552155792713165,0.00033443275606259704
0,0.13490287959575653,0.28547611832618713,0.0002645307395141572
0,0.14525353908538818,0.44800451397895813,0.0003550690598785877
0,0.14464017748832703,0.4373205304145813,0.0003462072345428169
0,0.13007023930549622,0.22556421160697937,0.00027942200540564954
0,0.16443021595478058,0.8360080718994141,0.0007749600918032229
0,0.16462405025959015,0.8403841257095337,0.0007802146137692034
0,0.18140269815921783,1.2487281560897827,0.001276605878956616
0,0.18545350432395935,1.354723572731018,0.001404616399668157
0,0.1846090406179428,1.3324226140975952,0.001377828884869814
0,2.351926565170288,52.76744842529297,0.016446055844426155
0,2.2956299781799316,52.46522521972656,0.0164127666503191
0,2.2298994064331055,51.90156173706055,0.01637093536555767
