label,img_distance,anomaly_score,z_distance
1,0.614722490310669,0.6591460108757019,0.03394315019249916
1,7.831153392791748,8.89900016784668,0.04653551056981087
1,0.6044323444366455,0.6169842481613159,0.08022996783256531
0,0.4963562786579132,0.5062815546989441,0.0377998910844326
0,0.5343761444091797,0.5384195446968079,0.028746798634529114
0,0.49631574749946594,0.5063066482543945,0.037959784269332886
0,0.5020365118980408,0.5122576355934143,0.03631885349750519
0,0.5058400630950928,0.5261595845222473,0.04461075738072395
0,0.5221919417381287,0.5366887450218201,0.03840269520878792
1,1.0092774629592896,1.2129995822906494,0.04552757367491722
1,4.541933536529541,4.808604717254639,0.03937205672264099
1,5.018624782562256,5.3178558349609375,0.037950605154037476
1,2.8284971714019775,3.0190274715423584,0.07183682173490524
0,0.5103184580802917,0.5215909481048584,0.044020868837833405
0,0.507484495639801,0.5205257534980774,0.04544486477971077
0,0.4982393682003021,0.511264979839325,0.043537553399801254
0,0.5135980844497681,0.5315236449241638,0.04637551307678223
0,0.49387994408607483,0.5119611024856567,0.04658672958612442
0,0.5280997157096863,0.5398352146148682,0.058959029614925385
1,0.5040440559387207,0.5181159973144531,0.038072142750024796
1,0.685927152633667,0.7123056650161743,0.06283194571733475
1,0.6726991534233093,0.6892285346984863,0.042239271104335785
1,0.6445246338844299,0.6591203808784485,0.040393050760030746
1,0.5668886303901672,0.5759882926940918,0.04202178120613098
1,0.675531804561615,0.6929491758346558,0.054697152227163315
1,0.6604289412498474,0.6634435653686523,0.028389448300004005
1,1.0967111587524414,1.4292943477630615,0.07686112821102142
1,1.351202130317688,1.4653798341751099,0.03180258348584175
1,0.5644236207008362,0.5783877372741699,0.05242351442575455
1,0.5383998155593872,0.5520855188369751,0.04122594743967056
0,0.5240784287452698,0.5392928123474121,0.03347668796777725
0,0.49784088134765625,0.5139561295509338,0.0378560796380043
0,0.5186928510665894,0.5245628952980042,0.040229812264442444
0,0.5151164531707764,0.535773515701294,0.045154593884944916
0,0.5128434896469116,0.5365355014801025,0.052593741565942764
0,0.5305646657943726,0.545875608921051,0.0610240176320076
0,0.5224696397781372,0.5425689220428467,0.04597995802760124
0,0.511221706867218,0.5351101160049438,0.04861302301287651
0,0.5053207874298096,0.5122159719467163,0.045151520520448685
