1,4.933085537284221e-11
1,4.929235838946333e-11
1,4.933080333113793e-11
0,4.932270911139902e-11
0,4.932270911139902e-11
0,4.932455485717746e-11
0,4.93226674780356e-11
0,4.932270564195207e-11
0,4.932265360024779e-11
1,4.927805732912738e-11
1,4.92713474187223e-11
1,4.9271357827063156e-11
1,4.9249531536288416e-11
0,4.9322611966884367e-11
0,4.9322733397527685e-11
0,4.932267094748255e-11
0,4.932272992808073e-11
0,4.9322698703058165e-11
0,4.9330813739478785e-11
1,4.932271951973988e-11
1,4.9330709656070226e-11
1,4.9330692308835467e-11
1,4.9330706186623274e-11
1,4.933078945335012e-11
1,4.933068536994156e-11
1,4.933064026713119e-11
1,4.92673471463867e-11
1,4.930628474952847e-11
1,4.933082761726659e-11
1,4.9330834556160497e-11
0,4.932452363215489e-11
0,4.93225876807557e-11
0,4.9322677886376454e-11
0,4.932262237522522e-11
0,4.9351894099158855e-11
0,4.9322664008588646e-11
0,4.9322643191906934e-11
0,4.935180042409115e-11
0,4.932231706389345e-11
1,4.932455138773051e-11
1,4.929715316515093e-11
1,4.9297194798514354e-11
1,4.925955129908566e-11
0,4.9322591150202655e-11
0,4.932258421130875e-11
0,4.935188022137105e-11
0,4.9322452372324577e-11
0,4.935173797404602e-11
0,4.9351807362985056e-11
1,4.932423566805788e-11
1,4.9274979929680995e-11
1,4.924135751926961e-11
1,4.924800844907651e-11
1,4.9322629314119126e-11
0,4.932265706969474e-11
0,4.9322393391726393e-11
0,4.932236563615078e-11
0,4.9351790015750296e-11
0,4.9351803893538104e-11
1,4.9322677886376454e-11
1,4.9322591150202655e-11
1,4.935185246579543e-11
1,4.932261543633132e-11
1,4.932262237522522e-11
1,4.932270911139902e-11
1,4.935190797694666e-11
1,4.935184552690153e-11
1,4.9351876751924095e-11
1,4.935189756860581e-11
1,4.932452016270794e-11
1,4.935181777132591e-11
1,4.932263972245998e-11
1,4.932447852934452e-11
1,4.935184899634848e-11
1,4.93518906297119e-11
1,4.9351873282477143e-11
1,4.935186634358324e-11
1,4.9351894099158855e-11
1,4.9351842057454576e-11
1,4.9324488937685373e-11
1,4.933066455325985e-11
1,4.93517969546442e-11
1,4.9322396861173345e-11
1,4.932430158754997e-11
1,4.935175879072773e-11
1,4.9322552986286183e-11
1,4.9322646661353886e-11
1,4.932250788347581e-11
1,4.932226502218917e-11
1,4.932261543633132e-11
1,4.932250788347581e-11
1,4.935178307685639e-11
1,4.935177613796249e-11
1,4.9322147060992805e-11
1,4.932204991647815e-11
1,4.9351505521100236e-11
1,4.9351554093357564e-11
1,4.935174838238687e-11
1,4.9322233797166604e-11
1,4.932227889997698e-11
1,4.932228236942393e-11
1,4.935139102935082e-11
1,4.935164082953136e-11
1,4.932194583306959e-11
1,4.935157837948623e-11
1,4.9351536746122804e-11
1,4.935174491293992e-11
1,4.93223205333404e-11
1,4.935159919616794e-11
1,4.932219563325013e-11
1,4.932201522200863e-11
1,4.9351290415389215e-11
1,4.935136674322216e-11
1,4.9351255720919696e-11
1,4.935137368211606e-11
1,4.9321949302516543e-11
1,4.932224420550746e-11
1,4.935162001284965e-11
1,4.9351269598707503e-11
1,4.9351609604508795e-11
0,4.9351415315479485e-11
0,4.935160266561489e-11
0,4.93516234822966e-11
0,4.935167552400088e-11
0,4.93517032795765e-11
0,4.935176226017468e-11
0,4.932249053624105e-11
0,4.935152633778195e-11
0,4.935172756570516e-11
0,4.935150899054719e-11
0,4.9351717157364305e-11
0,4.935163736008441e-11
0,4.93223205333404e-11
0,4.93223205333404e-11
0,4.932419403469446e-11
0,4.93241836263536e-11
0,4.93221401220989e-11
0,4.932225808329527e-11
0,4.9322341350022114e-11
0,4.9322327472234306e-11
0,4.932422872916398e-11
0,4.932217134712147e-11
0,4.9322108897076333e-11
0,4.9321900730259216e-11
0,4.932208808039462e-11
0,4.932199440532692e-11
0,4.935133204875264e-11
0,4.935101632908001e-11
0,4.932179664685066e-11
0,4.9322112366523285e-11
0,4.9322039508137294e-11
0,4.9322056855372054e-11
0,4.932203603869034e-11
0,4.932178276906285e-11
0,4.932198052753911e-11
0,4.932192501638788e-11
0,4.932191113860007e-11
0,4.932192154694093e-11
0,4.9321720319017714e-11
0,4.932204991647815e-11
0,4.9322167877674516e-11
0,4.9316693090384334e-11
0,4.932194236362264e-11
0,4.932173419680552e-11
0,4.932192154694093e-11
0,4.932186950523665e-11
0,4.932192848583483e-11
0,4.932193889417569e-11
0,4.930072322606449e-11
0,4.93220533859251e-11
0,4.932192154694093e-11
0,4.9311259936457574e-11
0,4.9321807055191513e-11
0,4.9321578071692684e-11
0,4.932182093297932e-11
0,4.936991093718035e-11
0,4.9316838807156316e-11
0,4.932171684957076e-11
0,4.9321879913577504e-11
0,4.9321914608047024e-11
0,4.9322216449931844e-11
0,4.932175154404028e-11
0,4.930061567320898e-11
0,4.9300712817723635e-11
0,4.930044913975529e-11
0,4.9322022160902534e-11
0,4.932990474437737e-11
0,4.930070240938278e-11
0,4.930031730077111e-11
0,4.932167174676039e-11
0,4.927264499188233e-11
0,4.933000188889203e-11
0,4.930071628717059e-11
0,4.9329856172120046e-11
0,4.9300466486990047e-11
0,4.9321970119198255e-11
0,4.932171338012381e-11
0,4.9321612766162204e-11
0,4.9272495805663397e-11
0,4.927717608960158e-11
0,4.930074057329925e-11
0,4.9321699502336e-11
0,4.927249927511035e-11
0,4.930054281482299e-11
0,4.93216925634421e-11
0,4.9322056855372054e-11
0,4.9321737666252474e-11
0,4.93215121522006e-11
0,4.9321650930078675e-11
0,4.932157113279878e-11
0,4.932187644413055e-11
0,4.9321706441229907e-11
0,4.932158848003354e-11
0,4.934664482592055e-11
0,4.932156766335183e-11
0,4.932139072155728e-11
0,4.927242988617131e-11
0,4.9346866870525474e-11
0,4.9350936531800116e-11
0,4.9272436825065213e-11
0,4.9321845219107985e-11
0,4.927227376105847e-11
0,4.9321793177403705e-11
0,4.927227029161152e-11
0,4.930051158980042e-11
0,4.930031383132416e-11
0,4.9272419477830454e-11
0,4.934679054269253e-11
0,4.930076138998096e-11
0,4.9277110170109495e-11
0,4.9272457641746925e-11
0,4.932181399408542e-11
