label,img_distance,anomaly_score,z_distance
1,0.5361019968986511,0.9297730922698975,0.03642578423023224
1,2.6202802658081055,7.397533893585205,0.05648539960384369
1,0.467419296503067,0.6211795806884766,0.00966829713433981
0,0.23999987542629242,0.26307153701782227,0.006846992298960686
0,0.3527522087097168,0.37493279576301575,0.009850852191448212
0,0.23571480810642242,0.2654634714126587,0.009271631017327309
0,0.2037542462348938,0.23140816390514374,0.00546777481213212
0,0.1738118827342987,0.19276650249958038,0.0029942963737994432
0,0.24978375434875488,0.26520344614982605,0.00532902916893363
1,1.5108044147491455,2.561769723892212,0.00602857768535614
1,3.682307243347168,4.082609176635742,0.013524824753403664
1,3.4549827575683594,3.583444118499756,0.014668921940028667
1,2.855037212371826,3.2302212715148926,0.10481464117765427
0,0.32853639125823975,0.4183361530303955,0.0021422156132757664
0,0.26625046133995056,0.30146265029907227,0.004141227342188358
0,0.34330329298973083,0.36323124170303345,0.0009571415139362216
0,0.2368827909231186,0.28220120072364807,0.0023784260265529156
0,0.23888762295246124,0.26812753081321716,0.0030214006546884775
0,0.2613166272640228,0.2992316782474518,0.004254033789038658
1,0.2810271382331848,0.31415998935699463,0.007055360358208418
1,0.7595741748809814,0.7687280178070068,0.01334891002625227
1,0.9108039140701294,1.2169485092163086,0.031900957226753235
1,0.5027959942817688,0.5592368245124817,0.007862594909965992
1,0.5593705773353577,0.6316336393356323,0.0038388126995414495
1,0.6908884644508362,0.7031455039978027,0.023219525814056396
1,0.5410527586936951,0.5915293097496033,0.011842031963169575
1,1.0403436422348022,1.419182538986206,0.0840173065662384
1,1.110959529876709,1.3387309312820435,0.033306460827589035
1,0.5611128807067871,0.599056601524353,0.008108519949018955
1,0.5504701137542725,0.5912695527076721,0.009703431278467178
0,0.4084039628505707,0.428699254989624,0.002323724329471588
0,0.368496298789978,0.38912615180015564,0.005214213393628597
0,0.38486215472221375,0.4755026400089264,0.00520326616242528
0,0.22383294999599457,0.263899564743042,0.00562764797359705
0,0.335488498210907,0.3642687201499939,0.0010780433658510447
0,0.37819328904151917,0.3940751850605011,0.0038469359278678894
0,0.3668995797634125,0.3942047655582428,0.0025646977592259645
0,0.3264555335044861,0.3512335419654846,0.0023761626798659563
0,0.2919296324253082,0.32801154255867004,0.001812604139558971
1,0.347655713558197,0.5071203708648682,0.002012592973187566
1,1.6457064151763916,6.34291934967041,0.05017813667654991
1,1.868884801864624,6.320812225341797,0.005373076535761356
1,1.769531488418579,3.781132698059082,0.09567832201719284
0,0.7028022408485413,0.7193410396575928,0.026715053245425224
0,0.36167222261428833,0.4654882848262787,0.007179598789662123
0,0.288688987493515,0.3265085816383362,0.0027483515441417694
0,0.2644047141075134,0.29659298062324524,0.0010849391110241413
0,0.46749699115753174,0.5553478598594666,0.027619672939181328
0,0.3393658995628357,0.35076582431793213,0.0062368158251047134
1,3.3834314346313477,4.6652326583862305,0.011208712123334408
1,90.92021942138672,179.43197631835938,0.10111626982688904
1,98.16654205322266,191.42465209960938,0.12921984493732452
1,86.0069580078125,183.70651245117188,0.14926546812057495
1,0.6955490112304688,0.9119323492050171,0.030863476917147636
0,0.3672298192977905,0.37585848569869995,0.0042908694595098495
0,0.6130523681640625,0.6997794508934021,0.12468153983354568
0,0.48970502614974976,0.5062972903251648,0.0032074491027742624
0,0.4845840632915497,0.5151662826538086,0.0017971917986869812
0,0.37263062596321106,0.40205347537994385,0.0013534990139305592
1,0.7458394765853882,1.199406385421753,0.020017247647047043
1,3.358067274093628,17.286861419677734,0.06902191787958145
1,4.474920272827148,25.117380142211914,0.14103229343891144
1,4.1112446784973145,27.18377685546875,0.17652128636837006
1,3.3544600009918213,19.691064834594727,0.08323381841182709
1,3.6921005249023438,19.250118255615234,0.0990065485239029
1,4.263077735900879,27.071067810058594,0.13508929312229156
1,3.9073727130889893,28.879438400268555,0.18725651502609253
1,4.94912576675415,31.43517303466797,0.2259206771850586
1,1.9961553812026978,12.209211349487305,0.0660567507147789
1,4.213481426239014,32.02090072631836,0.21762089431285858
1,3.84487247467041,28.846946716308594,0.18494638800621033
1,3.622077465057373,26.8975772857666,0.2087271362543106
1,3.7017643451690674,31.79518699645996,0.255816251039505
1,2.960258960723877,18.02511978149414,0.1259070783853531
